docPid,docName,left_context,context,right_context,lemma,pos,pos_head,pos_buiging,pos_conjtype,pos_dial,pos_genus,pos_getal,pos_getal_n,pos_graad,pos_lwtype,pos_naamval,pos_npagr,pos_ntype,pos_numtype,pos_pdtype,pos_persoon,pos_positie,pos_pvagr,pos_pvtijd,pos_spectype,pos_status,pos_vwtype,pos_vztype,pos_wvorm,phonetic,xmlid,begintime,endtime
WR-P-P-G-0000708421,No title available.," . Ook Ogurcak deed zijn",duit in het zakje," . Haasrode probeerde het met",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.4.w.5 p.1.s.4.w.6 p.1.s.4.w.7 p.1.s.4.w.8,"   ","   "
WR-P-P-G-0000400039,Rusthuis neemt busje met rolstoellift in gebruik," OCMW Wortegem deden allen hun",duit in het zakje," . Alle sponsors waren aanwezig",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.1.w.37 p.3.s.1.w.38 p.3.s.1.w.39 p.3.s.1.w.40,"   ","   "
WR-P-P-G-0000634604,Tot zes chauffeurs per dag gepakt met radardetector," - soms letterlijk - zijn",duit in het zakje," . Het kan niet dat",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.8.s.3.w.11 p.8.s.3.w.12 p.8.s.3.w.13 p.8.s.3.w.14,"   ","   "
WR-P-P-G-0000362915,Wie redt zeilschip Mercator?," stad Oostende wil graag een",duit in het zakje," doen . Maar zeker niet",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.6.w.33 p.2.s.6.w.34 p.2.s.6.w.35 p.2.s.6.w.36,"   ","   "
WR-P-P-G-0000457167,Regering moet bijkomende begrotingscontrole houden," gewesten en gemeenschappen mee hun",duit in het zakje," zullen moeten doen om de",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.1.w.18 p.5.s.1.w.19 p.5.s.1.w.20 p.5.s.1.w.21,"   ","   "
WR-P-P-G-0000593898,Standbeeld en plein voor Willy Vandersteen," stond , doet ook zijn",duit in het zakje," . Ik kreeg de taak",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.4.w.21 p.3.s.4.w.22 p.3.s.4.w.23 p.3.s.4.w.24,"   ","   "
WR-P-P-G-0000561972,"""Vrienden live ontmoeten wordt overbodig''"," onverdraagzaamheid doet volgens Vansant haar",duit in het zakje," . "" Je moet zus",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.1.w.10 p.5.s.1.w.11 p.5.s.1.w.12 p.5.s.1.w.13,"   ","   "
WR-P-P-G-0000578434,No title available.," en Frans Messagie deden hun",duit in het zakje," met twee overwinningen . Peter",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.3.w.10 p.2.s.3.w.11 p.2.s.3.w.12 p.2.s.3.w.13,"   ","   "
WR-P-P-G-0000326131,Sport voor Vrede-dag in Kiewit," in Kiewit , doen hun",duit in het zakje," . Tijdens de sport voor",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.2.w.19 p.2.s.2.w.20 p.2.s.2.w.21 p.2.s.2.w.22,"   ","   "
WR-P-P-G-0000720272,Fraaie heenronde voor Zele," Bock doen meer dan hun",duit in het zakje," . Met de examens voor",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.4.w.13 p.3.s.4.w.14 p.3.s.4.w.15 p.3.s.4.w.16,"   ","   "
WR-P-P-G-0000261506,"""Hou volksraadpleging over aanhechting bij Brussel''"," ( CDH ) om zijn",duit in het zakje," te doen . "" De",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.1.w.18 p.6.s.1.w.19 p.6.s.1.w.20 p.6.s.1.w.21,"   ","   "
WR-P-P-G-0000003805,Paarse netwerkers moeten reageren op Fischers visie," de Europese Commissie deden een",duit in het zakje," . In Nederland bleef het",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.2.w.30 p.2.s.2.w.31 p.2.s.2.w.32 p.2.s.2.w.33,"   ","   "
WR-P-P-G-0000666210,Gratis leerlingenvervoer is vergiftigd geschenk," Asse zelf moet een beperktere",duit in het zakje," doen . Toch lijkt het",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.2.w.7 p.2.s.2.w.8 p.2.s.2.w.9 p.2.s.2.w.10,"   ","   "
WR-P-P-G-0000312993,Artikel zonder titel," deden ook de wisselkoerseffecten hun",duit in het zakje," . De omzet klom vorig",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.4.w.10 p.4.s.4.w.11 p.4.s.4.w.12 p.4.s.4.w.13,"   ","   "
WR-P-P-G-0000569973,"""Spelers betalen ticket supporters"," echter op om ook hun",duit in het zakje," te doen . Is het",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.4.w.17 p.4.s.4.w.18 p.4.s.4.w.19 p.4.s.4.w.20,"   ","   "
WR-P-P-G-0000608563,Bier met verse aardbeien," ( KVABO ) zijn zoete",duit in de zak," : een bakje aardbeien voor",duit in de zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,rest) N(soort,ev,basis,zijd,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.1.w.28 p.6.s.1.w.29 p.6.s.1.w.30 p.6.s.1.w.31,"   ","   "
WR-P-P-G-0000425475,Antwerp pakt in eerste oefenpot uit met dubbele cijfers," Van Mieghem deed ook zijn",duit in het zakje," en schoot de bal vanop",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.5.w.6 p.5.s.5.w.7 p.5.s.5.w.8 p.5.s.5.w.9,"   ","   "
WR-P-P-G-0000673652,"""De situatie was nog nooit zo alarmerend''"," ) vindt dat Zandhoven zijn",duit in het zakje," heeft gedaan . "" Dit",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.8.s.2.w.12 p.8.s.2.w.13 p.8.s.2.w.14 p.8.s.2.w.15,"   ","   "
WR-P-P-G-0000257079,Vakantie in de sneeuw," . Ook Noorwegen doet zijn",duit in het zakje," : nabij de meest noordelijke",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.29.s.1.w.5 p.29.s.1.w.6 p.29.s.1.w.7 p.29.s.1.w.8,"   ","   "
WR-P-P-G-0000149889,Ruimte op rechts," Michiel Smit graag zelf een",duit in het zakje," doen . Hij overweegt uitgave",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.1.w.12 p.5.s.1.w.13 p.5.s.1.w.14 p.5.s.1.w.15,"   ","   "
WR-P-P-G-0000306610,«Polissen jonge chauffeurs NIET te duur»," waarom zou de overheid geen",duit in het zakje," doen ? Meer dan een",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.15.w.21 p.1.s.15.w.22 p.1.s.15.w.23 p.1.s.15.w.24,"   ","   "
WR-P-P-G-0000573976,"""Afscheid met promotie"," . Stéphane Vanderheyden deed zijn",duit in het zakje," . "" We mikken resoluut",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.2.w.5 p.1.s.2.w.6 p.1.s.2.w.7 p.1.s.2.w.8,"   ","   "
WR-P-P-G-0000558769,Blankenberge aan herbronning toe," vaak tussen de lijnen zijn",duit in het zakje," doet . Wat het vertrek",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.5.w.25 p.1.s.5.w.26 p.1.s.5.w.27 p.1.s.5.w.28,"   ","   "
WR-P-P-G-0000111221,Viswijf of vrijheidsstrijder," moeten de mannen ook een",duit in het zakje," doen . Zij moeten eveneens",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.3.w.8 p.6.s.3.w.9 p.6.s.3.w.10 p.6.s.3.w.11,"   ","   "
WR-P-P-G-0000679853,Jeugd in haar nopjes met nieuwe Stip," Het gemeentebestuur deed een flinke",duit in het zakje," . De Stip heeft 600.000",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.1.w.6 p.2.s.1.w.7 p.2.s.1.w.8 p.2.s.1.w.9,"   ","   "
WR-P-P-G-0000409634,Artikel zonder titel," . Ook Dexia deed zijn",duit in het zakje," en won 0,9 % .",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.2.w.5 p.5.s.2.w.6 p.5.s.2.w.7 p.5.s.2.w.8,"   ","   "
WR-P-P-G-0000419881,Kinderzoektocht 'Op stap met Rosalie'," pa en ma kunnen hun",duit in het zakje," doen door enkele vragen op",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.1.w.19 p.4.s.1.w.20 p.4.s.1.w.21 p.4.s.1.w.22,"   ","   "
WR-P-P-G-0000220644,Treden en centimeters Boekentoren brachten al 25.000 euro op," aantal van hen deed een",duit in het zakje," . In de Boekentoren stelde",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.2.w.7 p.5.s.2.w.8 p.5.s.2.w.9 p.5.s.2.w.10,"   ","   "
WR-P-P-G-0000512975,«In de eerste helft hebben ze ons in slaap gewiegd»," na de rust eveneens zijn",duit in het zakje," . @ 401 Tussenkop :",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.2.w.17 p.6.s.2.w.18 p.6.s.2.w.19 p.6.s.2.w.20,"   ","   "
WR-P-P-G-0000632157,Voetbal is nog steeds oorlog," in dat opzicht een stevige",duit in het zakje," . Op het EK '96",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.20.s.1.w.15 p.20.s.1.w.16 p.20.s.1.w.17 p.20.s.1.w.18,"   ","   "
WR-P-P-G-0000461350,«Zoon Tom is nog beter dan mij»," Tom , deden alweer hun",duit in het zakje," . Tom scoorde tweemaal ,",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.3.w.13 p.2.s.3.w.14 p.2.s.3.w.15 p.2.s.3.w.16,"   ","   "
WR-P-P-G-0000555920,"""Met dank aan de ouwe ratten''"," deden onze ouwe ratten hun",duit in het zakje," . Ik denk dan vooral",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.3.w.7 p.2.s.3.w.8 p.2.s.3.w.9 p.2.s.3.w.10,"   ","   "
WR-P-P-G-0000214020,Lezen doe je best in groep," Pearson Education en Querido hun",duit in het zakje," met Lezen en leesclubs (",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.8.s.3.w.13 p.8.s.3.w.14 p.8.s.3.w.15 p.8.s.3.w.16,"   ","   "
WR-P-P-G-0000694795,Vlaanderen haalt toptalent in huis," de federale regering doet haar",duit in het zakje," . Gisteren maakte de bevoegde",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.6.s.1.w.7 p.6.s.1.w.8 p.6.s.1.w.9 p.6.s.1.w.10,"   ","   "
WR-P-P-G-0000216582,"Trappen, lopen en trekken op uw gezondheid"," ook de ziekenfondsen doen een",duit in het zakje," . Maar ondanks de snelle",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.11.s.4.w.7 p.11.s.4.w.8 p.11.s.4.w.9 p.11.s.4.w.10,"   ","   "
WR-P-P-G-0000468590,Nieuwe fietspaden voor Goossens- en Sint-Helenavest," het Vlaams Gewest doet een",duit in het zakje," en betaalt de helft van",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.7.w.7 p.2.s.7.w.8 p.2.s.7.w.9 p.2.s.7.w.10,"   ","   "
WR-P-P-G-0000265134,Limburgs toerisme creëert extra banen," Grenslandhallen konden op een aardige",duit in het zakje," rekenen . Hoeveel bijkomende jobs",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.3.w.9 p.5.s.3.w.10 p.5.s.3.w.11 p.5.s.3.w.12,"   ","   "
WR-P-P-G-0000675387,Verenigingen verrassen honderdjarige met cadeau," is , bereid om een",duit in het zakje," te doen . De keuze",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.1.w.27 p.3.s.1.w.28 p.3.s.1.w.29 p.3.s.1.w.30,"   ","   "
WR-P-P-G-0000175985,Al tien Clubgoals door wissels van Ceulemans," Clement tegen Lierse een belangrijke",duit in het zakje," als invaller . "" Vaak",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.4.w.13 p.1.s.4.w.14 p.1.s.4.w.15 p.1.s.4.w.16,"   ","   "
WR-P-P-G-0000162850,Real-fan Nuria Gonzalez (19) zegt na afloop van een training: 'Becks kom hier. Ik wil je opeten.'," Ook zijn voetbalmaten doen een",duit in het zakje," . De Real-spelers hadden donderdag",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.2.w.6 p.2.s.2.w.7 p.2.s.2.w.8 p.2.s.2.w.9,"   ","   "
WR-P-P-G-0000568991,Waar beginnen we met hulp voor Congo?," ook de Congolese interim-regering haar",duit in het zakje," doet . Zo dient de",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.1.w.18 p.3.s.1.w.19 p.3.s.1.w.20 p.3.s.1.w.21,"   ","   "
WR-P-P-G-0000174012,Succesregisseur Soderbergh lanceert film tegelijk thuis en in de bioscoop," iemand als Soderbergh die zijn",duit in het zakje," doet , een regisseur die",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.7.s.1.w.21 p.7.s.1.w.22 p.7.s.1.w.23 p.7.s.1.w.24,"   ","   "
WR-P-P-G-0000408989,Artikel zonder titel," vond en zelfs Milenkovic zijn",duit in het zakje," deed liep de score nog",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.4.w.14 p.1.s.4.w.15 p.1.s.4.w.16 p.1.s.4.w.17,"   ","   "
WR-P-P-G-0000464523,Komiek Freddy De Vadder gevierd," Open Verhemelte en Urbanus een",duit in het zakje," met hun verjaardagswensen . Beide",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.2.w.19 p.3.s.2.w.20 p.3.s.2.w.21 p.3.s.2.w.22,"   ","   "
WR-P-P-G-0000132405,De Bruijn heeft geen trainer maar een buddy," , komt nog even een",duit in het zakje," doen . ' Die schoolslaggasten",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.12.s.1.w.10 p.12.s.1.w.11 p.12.s.1.w.12 p.12.s.1.w.13,"   ","   "
WR-P-P-G-0000200855,Festivalitis in de supermarkt," de grootdistributie doet gulzig een",duit in dat zakje," . Carrefour / GB tracht",duit in dat zak,"N(soort,ev,basis,zijd,stan) VZ(init) VNW(aanw,det,stan,prenom,zonder,evon) N(soort,ev,dim,onz,stan)",N VZ VNW N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.10.s.2.w.7 p.10.s.2.w.8 p.10.s.2.w.9 p.10.s.2.w.10,"   ","   "
WR-P-P-G-0000313653,Sint-Ritacollege schenkt 50.000 euro aan Damiaanactie," van de leerlingen deden hun",duit in het zakje," . Zij konden een Damiaanbeertje",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.8.s.1.w.9 p.8.s.1.w.10 p.8.s.1.w.11 p.8.s.1.w.12,"   ","   "
WR-P-P-G-0000079680,WAO zorgt voor scheiding van geesten," in het programma Buitenhof een",duit in het zakje," , toen hij het kabinet",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.5.s.4.w.16 p.5.s.4.w.17 p.5.s.4.w.18 p.5.s.4.w.19,"   ","   "
WR-P-P-G-0000633708,Samba in wandeltempo," Dida probeerde dan maar een",duit in het zakje," te doen . De ingevallen",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.7.s.2.w.7 p.7.s.2.w.8 p.7.s.2.w.9 p.7.s.2.w.10,"   ","   "
WR-P-P-G-0000646800,Het regent nierstenen," maar ook familieleden kunnen hun",duit in het zakje," doen . "" Ik probeer",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.1.w.23 p.4.s.1.w.24 p.4.s.1.w.25 p.4.s.1.w.26,"   ","   "
WR-P-P-G-0000229721,Winterstop in de zomer," Maaseik . Zij deden een",duit in het zakje," , waardoor wij de ijshockey-uitrusting",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.11.s.3.w.4 p.11.s.3.w.5 p.11.s.3.w.6 p.11.s.3.w.7,"   ","   "
WR-P-P-G-0000529857,Artikel zonder titel," mooie collectieve aanval nog zijn",duit in het zakje," doen . Doelpunten : 2",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.2.w.29 p.3.s.2.w.30 p.3.s.2.w.31 p.3.s.2.w.32,"   ","   "
WR-P-P-G-0000621275,Vijfmaal Dekiere," maar ook Vandaele deed zijn",duit in het zakje," . ( GB ) MARIAKERKE",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.2.w.16 p.2.s.2.w.17 p.2.s.2.w.18 p.2.s.2.w.19,"   ","   "
WR-P-P-G-0000348672,Botaniek houdt plantenbeurs voor goed doel," Het gemeentebestuur doet ook een",duit in het zakje," . En wie honger heeft",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.7.w.6 p.4.s.7.w.7 p.4.s.7.w.8 p.4.s.7.w.9,"   ","   "
WR-P-P-G-0000444632,FCV Dender blijft spektakel bieden," is dat de bankzitters hun",duit in het zakje," deden . Een sterk spelende",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.4.s.13.w.7 p.4.s.13.w.8 p.4.s.13.w.9 p.4.s.13.w.10,"   ","   "
WR-P-P-G-0000533203,Vier miljoen euro voor herstel Merodebossen," streek Europa doet de grootste",duit in het zakje," met 1,9 miljoen euro .",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.7.s.1.w.5 p.7.s.1.w.6 p.7.s.1.w.7 p.7.s.1.w.8,"   ","   "
WR-P-P-G-0000226212,Charmes van het Stoclethuis," , doet nu ook zijn",duit in het zakje," . Plaizier maakte een etui",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.1.w.32 p.3.s.1.w.33 p.3.s.1.w.34 p.3.s.1.w.35,"   ","   "
WR-P-P-G-0000402863,Hier trouwde Michael Jackson," breed . Toeristen kunnen hun",duit in het zakje," doen met een bezoekje .",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.12.s.4.w.4 p.12.s.4.w.5 p.12.s.4.w.6 p.12.s.4.w.7,"   ","   "
WR-P-P-G-0000464826,Ambiorix schittert in Limburgs stripverhaal," de stad Tongeren deden hun",duit in het zakje," om de strip te laten",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.2.w.9 p.3.s.2.w.10 p.3.s.2.w.11 p.3.s.2.w.12,"   ","   "
WR-P-P-G-0000243798,Groei eurozone versnelt binnenkort," de binnenlandse vraag doet een",duit in het zakje," , maar die valt iets",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.2.w.7 p.2.s.2.w.8 p.2.s.2.w.9 p.2.s.2.w.10,"   ","   "
WR-P-P-G-0000003266,Stop met die hetze tegen Co Adriaanse," zetten , deed ook een",duit in het zakje," . Een andere mislukte speler",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.3.s.1.w.19 p.3.s.1.w.20 p.3.s.1.w.21 p.3.s.1.w.22,"   ","   "
WR-P-P-G-0000429216,Gidsenzusjes op de fiets voor Ivoorkust," , willen de Gidsenzusjes een",duit in het zakje," doen met de fietstocht .",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.2.s.5.w.17 p.2.s.5.w.18 p.2.s.5.w.19 p.2.s.5.w.20,"   ","   "
WR-P-P-G-0000622464,Flanders Cup start in Sint-Niklaas," Ninove ( 29/07 ) hun",duit in het zakje," . De meeting , die",duit in het zak,"N(soort,ev,basis,zijd,stan) VZ(init) LID(bep,stan,evon) N(soort,ev,dim,onz,stan)",N VZ LID N,,,,,,,,,,,,,,,,,,,,,,,"   ",p.1.s.3.w.22 p.1.s.3.w.23 p.1.s.3.w.24 p.1.s.3.w.25,"   ","   "
